Time - Measured Velocity,Spool Rev/Sec - Measured Velocity,Time - Measured Diameter,Diameter (mm) - Measured Diameter,Time - Target Velocity,Spool Rev/Sec - Target Velocity,Time - Predicted Diameter,Diameter (mm) - Predicted Diameter,Time - Temperature,Diameter (mm) - Temperature,Time - Stage Direction,Spool Rev/Sec - Stage Direction
6829,1,6829,0.38227,6829,1,6829,0.317624,6829,95.3671,6829,0
6830,1,6830,0.38227,6830,1,6830,0.317624,6830,95.3671,6830,0
6831,1.03333,6831,0.38227,6831,1,6831,0.317624,6831,95.3671,6831,0
6832,1.06667,6832,0.3686,6832,1,6832,0.317624,6832,95.3671,6832,0
6833,1.06667,6833,0.3686,6833,1,6833,0.317624,6833,95.3671,6833,0
6834,1,6834,0.3686,6834,1,6834,0.317624,6834,95.3671,6834,0
6835,0.966667,6835,0.3686,6835,1,6835,0.317624,6835,95.3671,6835,0
6836,0.966667,6836,0.354929,6836,1,6836,0.317624,6836,95.3671,6836,0
6837,1,6837,0.354929,6837,1,6837,0.317624,6837,95.3671,6837,0
6838,1,6838,0.3686,6838,1,6838,0.317624,6838,95.3671,6838,0
6839,1.03333,6839,0.3686,6839,1,6839,0.317624,6839,95.3671,6839,0
6840,1.06667,6840,0.38227,6840,1,6840,0.317624,6840,95.3671,6840,0
6841,1,6841,0.38227,6841,1,6841,0.317624,6841,95.3671,6841,0
6842,1.03333,6842,0.38227,6842,1,6842,0.317624,6842,95.3671,6842,0
6843,1.03333,6843,0.38227,6843,1,6843,0.317624,6843,95.3671,6843,0
6844,1,6844,0.38227,6844,1,6844,0.317624,6844,95.3671,6844,0
6845,0.933333,6845,0.38227,6845,1,6845,0.317624,6845,94.928,6845,0
6846,0.933333,6846,0.38227,6846,1,6846,0.317624,6846,94.928,6846,0
6847,0.933333,6847,0.395941,6847,1,6847,0.317624,6847,95.3671,6847,0
6848,0.966667,6848,0.38227,6848,1,6848,0.317624,6848,95.3671,6848,0
6849,1.03333,6849,0.38227,6849,1,6849,0.317624,6849,94.928,6849,0
6850,1.03333,6850,0.38227,6850,1,6850,0.317624,6850,94.928,6850,0
6851,1,6851,0.38227,6851,1,6851,0.317624,6851,94.928,6851,0
6852,1.03333,6852,0.38227,6852,1,6852,0.317624,6852,94.928,6852,0
6853,1.03333,6853,0.38227,6853,1,6853,0.317624,6853,94.928,6853,0
6854,0.966667,6854,0.38227,6854,1,6854,0.317624,6854,94.928,6854,0
6855,0.966667,6855,0.38227,6855,1,6855,0.317624,6855,94.928,6855,0
6856,0.966667,6856,0.395941,6856,1,6856,0.317624,6856,94.928,6856,0
6857,1.03333,6857,0.38227,6857,1,6857,0.317624,6857,94.928,6857,0
6858,1.03333,6858,0.38227,6858,1,6858,0.317624,6858,94.928,6858,0
6859,1.1,6859,0.3686,6859,1,6859,0.317624,6859,94.928,6859,0
6860,1.06667,6860,0.38227,6860,1,6860,0.317624,6860,94.928,6860,0
6861,1.06667,6861,0.38227,6861,1,6861,0.317624,6861,94.928,6861,0
6862,1.03333,6862,0.38227,6862,1,6862,0.317624,6862,94.928,6862,0
6863,1,6863,0.38227,6863,1,6863,0.317624,6863,94.928,6863,0
6864,1,6864,0.3686,6864,1,6864,0.317624,6864,94.928,6864,0
6865,0.933333,6865,0.3686,6865,1,6865,0.317624,6865,94.928,6865,1
6866,0.933333,6866,0.3686,6866,1,6866,0.317624,6866,94.928,6866,1
6867,0.966667,6867,0.3686,6867,1,6867,0.317624,6867,94.928,6867,1
6868,1,6868,0.354929,6868,1,6868,0.317624,6868,94.928,6868,1
6869,1.03333,6869,0.354929,6869,1,6869,0.317624,6869,94.928,6869,1
6870,1.03333,6870,0.313918,6870,1,6870,0.317624,6870,94.928,6870,1
6871,1,6871,0.313918,6871,1,6871,0.317624,6871,94.928,6871,1
6872,0.966667,6872,0.313918,6872,1,6872,0.317624,6872,94.928,6872,1
6873,1,6873,0.286577,6873,1,6873,0.317624,6873,94.928,6873,1
6874,1,6874,0.286577,6874,1,6874,0.317624,6874,94.928,6874,1
6875,1,6875,0.286577,6875,1,6875,0.317624,6875,94.928,6875,1
6876,1,6876,0.272907,6876,1,6876,0.317624,6876,94.928,6876,1
6877,1.03333,6877,0.272907,6877,1,6877,0.317624,6877,94.928,6877,1
6878,1.06667,6878,0.272907,6878,1,6878,0.317624,6878,94.928,6878,1
6879,1.06667,6879,0.272907,6879,1,6879,0.317624,6879,94.928,6879,1
6880,1.03333,6880,0.272907,6880,1,6880,0.317624,6880,94.928,6880,1
6881,1.03333,6881,0.272907,6881,1,6881,0.317624,6881,94.928,6881,1
6882,1,6882,0.272907,6882,1,6882,0.317624,6882,94.928,6882,1
6883,0.966667,6883,0.286577,6883,1,6883,0.317624,6883,94.928,6883,1
6884,0.966667,6884,0.272907,6884,1,6884,0.317624,6884,95.3671,6884,1
6885,0.933333,6885,0.272907,6885,1,6885,0.317624,6885,94.928,6885,1
6886,0.966667,6886,0.272907,6886,1,6886,0.317624,6886,94.928,6886,1
6887,1,6887,0.272907,6887,1,6887,0.317624,6887,95.3671,6887,1
6888,1,6888,0.272907,6888,1,6888,0.317624,6888,95.3671,6888,1
6889,1,6889,0.272907,6889,1,6889,0.317624,6889,95.3671,6889,1
6890,1,6890,0.300248,6890,1,6890,0.317624,6890,95.3671,6890,1
6891,0.966667,6891,0.313918,6891,1,6891,0.317624,6891,95.3671,6891,1
6892,0.933333,6892,0.313918,6892,1,6892,0.317624,6892,95.3671,6892,1
6893,1,6893,0.313918,6893,1,6893,0.317624,6893,95.3671,6893,1
6894,1,6894,0.313918,6894,1,6894,0.317624,6894,95.3671,6894,1
6895,1,6895,0.313918,6895,1,6895,0.317624,6895,95.3671,6895,1
6896,1,6896,0.313918,6896,1,6896,0.317624,6896,95.3671,6896,1
6897,1.03333,6897,0.313918,6897,1,6897,0.317624,6897,95.3671,6897,1
6898,1.03333,6898,0.313918,6898,1,6898,0.317624,6898,95.3671,6898,1
6899,1.03333,6899,0.313918,6899,1,6899,0.317624,6899,95.3671,6899,1
6900,1.03333,6900,0.313918,6900,1,6900,0.317624,6900,95.3671,6900,1
6901,1,6901,0.313918,6901,1,6901,0.317624,6901,95.3671,6901,1
6902,1,6902,0.313918,6902,1,6902,0.317624,6902,95.3671,6902,1
6903,1,6903,0.341259,6903,1,6903,0.317624,6903,95.3671,6903,1
6904,1,6904,0.341259,6904,1,6904,0.317624,6904,95.3671,6904,1
6905,1,6905,0.341259,6905,1,6905,0.317624,6905,95.3671,6905,1
6906,1.03333,6906,0.341259,6906,1,6906,0.317624,6906,95.3671,6906,1
6907,1.03333,6907,0.341259,6907,1,6907,0.317624,6907,95.3671,6907,1
6908,1.03333,6908,0.341259,6908,1,6908,0.317624,6908,95.3671,6908,1
6909,1.03333,6909,0.341259,6909,1,6909,0.317624,6909,95.3671,6909,1
6910,1,6910,0.341259,6910,1,6910,0.317624,6910,95.3671,6910,1
6911,0.966667,6911,0.354929,6911,1,6911,0.317624,6911,95.3671,6911,1
6912,1,6912,0.354929,6912,1,6912,0.317624,6912,95.3671,6912,1
6913,1,6913,0.354929,6913,1,6913,0.317624,6913,95.3671,6913,1
6914,1.03333,6914,0.354929,6914,1,6914,0.317624,6914,95.3671,6914,1
6915,1.03333,6915,0.3686,6915,1,6915,0.317624,6915,95.3671,6915,1
6916,1.03333,6916,0.38227,6916,1,6916,0.317624,6916,95.3671,6916,1
6917,1.03333,6917,0.38227,6917,1,6917,0.317624,6917,95.3671,6917,1
6918,1.03333,6918,0.38227,6918,1,6918,0.317624,6918,95.3671,6918,1
6919,1.03333,6919,0.395941,6919,1,6919,0.317624,6919,95.3671,6919,1
6920,0.966667,6920,0.395941,6920,1,6920,0.317624,6920,95.3671,6920,1
6921,0.933333,6921,0.409611,6921,1,6921,0.317624,6921,95.3671,6921,1
6922,0.933333,6922,0.409611,6922,1,6922,0.317624,6922,95.3671,6922,1
6923,0.966667,6923,0.395941,6923,1,6923,0.317624,6923,94.928,6923,1
6924,1,6924,0.395941,6924,1,6924,0.317624,6924,95.3671,6924,1
6925,1,6925,0.395941,6925,1,6925,0.317624,6925,94.928,6925,1
6926,1,6926,0.38227,6926,1,6926,0.317624,6926,94.928,6926,1
6927,1,6927,0.3686,6927,1,6927,0.317624,6927,94.928,6927,1
6928,1,6928,0.354929,6928,1,6928,0.317624,6928,94.928,6928,1
6929,1,6929,0.354929,6929,1,6929,0.317624,6929,94.928,6929,1
6930,1,6930,0.341259,6930,1,6930,0.317624,6930,94.928,6930,1
6931,0.966667,6931,0.313918,6931,1,6931,0.317624,6931,94.928,6931,1
6932,1,6932,0.300248,6932,1,6932,0.317624,6932,94.928,6932,1
6933,1.03333,6933,0.272907,6933,1,6933,0.317624,6933,94.928,6933,1
6934,1.06667,6934,0.272907,6934,1,6934,0.317624,6934,94.928,6934,1
6935,1.03333,6935,0.272907,6935,1,6935,0.317624,6935,94.928,6935,1
6936,1,6936,0.272907,6936,1,6936,0.317624,6936,94.928,6936,1
6937,1.03333,6937,0.341259,6937,1,6937,0.317624,6937,94.928,6937,1
6938,1.03333,6938,0.341259,6938,1,6938,0.317624,6938,94.928,6938,1
6939,1,6939,0.327588,6939,1,6939,0.317624,6939,94.928,6939,1
6940,0.966667,6940,0.313918,6940,1,6940,0.317624,6940,94.928,6940,1
6941,0.933333,6941,0.313918,6941,1,6941,0.317624,6941,94.928,6941,1
6942,0.966667,6942,0.313918,6942,1,6942,0.317624,6942,94.928,6942,1
6943,1.03333,6943,0.313918,6943,1,6943,0.317624,6943,94.928,6943,1
6944,1.03333,6944,0.313918,6944,1,6944,0.317624,6944,94.928,6944,1
6945,1.03333,6945,0.327588,6945,1,6945,0.317624,6945,94.928,6945,1
6946,1,6946,0.327588,6946,1,6946,0.317624,6946,94.928,6946,1
6947,1,6947,0.327588,6947,1,6947,0.317624,6947,94.928,6947,1
6948,1,6948,0.327588,6948,1,6948,0.317624,6948,94.928,6948,1
6949,1,6949,0.327588,6949,1,6949,0.317624,6949,94.928,6949,1
6950,1,6950,0.327588,6950,1,6950,0.317624,6950,94.928,6950,1
6951,1.03333,6951,0.3686,6951,1,6951,0.317624,6951,94.928,6951,1
6952,1.03333,6952,0.3686,6952,1,6952,0.317624,6952,94.928,6952,1
6953,1.06667,6953,0.3686,6953,1,6953,0.317624,6953,94.928,6953,1
6954,1.06667,6954,0.3686,6954,1,6954,0.317624,6954,94.928,6954,1
6955,1.03333,6955,0.3686,6955,1,6955,0.317624,6955,94.928,6955,1
6956,1,6956,0.3686,6956,1,6956,0.317624,6956,94.928,6956,1
6957,0.966667,6957,0.341259,6957,1,6957,0.317624,6957,94.928,6957,1
6958,0.966667,6958,0.327588,6958,1,6958,0.317624,6958,94.928,6958,1
6959,0.966667,6959,0.327588,6959,1,6959,0.317624,6959,94.928,6959,1
6960,1,6960,0.313918,6960,1,6960,0.317624,6960,94.928,6960,1
6961,1,6961,0.300248,6961,1,6961,0.317624,6961,94.928,6961,1
6962,1.03333,6962,0.300248,6962,1,6962,0.317624,6962,94.928,6962,1
6963,1.03333,6963,0.300248,6963,1,6963,0.317624,6963,94.928,6963,1
6964,1.03333,6964,0.300248,6964,1,6964,0.317624,6964,94.928,6964,1
6965,1,6965,0.327588,6965,1,6965,0.317624,6965,94.928,6965,1
6966,0.966667,6966,0.341259,6966,1,6966,0.317624,6966,94.928,6966,1
6967,0.933333,6967,0.341259,6967,1,6967,0.317624,6967,94.928,6967,1
6968,0.966667,6968,0.341259,6968,1,6968,0.317624,6968,94.928,6968,1
6969,1,6969,0.354929,6969,1,6969,0.317624,6969,94.928,6969,1
6970,1.03333,6970,0.354929,6970,1,6970,0.317624,6970,94.928,6970,1
6971,1.03333,6971,0.354929,6971,1,6971,0.317624,6971,94.928,6971,1
6972,1.03333,6972,0.3686,6972,1,6972,0.317624,6972,94.928,6972,1
6973,1.03333,6973,0.3686,6973,1,6973,0.317624,6973,94.928,6973,1
6974,1.06667,6974,0.38227,6974,1,6974,0.317624,6974,94.928,6974,1
6975,1,6975,0.38227,6975,1,6975,0.317624,6975,94.928,6975,1
6976,0.966667,6976,0.38227,6976,1,6976,0.317624,6976,94.928,6976,1
6977,0.933333,6977,0.38227,6977,1,6977,0.317624,6977,94.928,6977,1
6978,0.933333,6978,0.38227,6978,1,6978,0.317624,6978,94.928,6978,1
6979,0.966667,6979,0.38227,6979,1,6979,0.317624,6979,94.928,6979,1
6980,1,6980,0.354929,6980,1,6980,0.317624,6980,94.928,6980,1
6981,1.03333,6981,0.354929,6981,1,6981,0.317624,6981,94.928,6981,1
6982,1.06667,6982,0.354929,6982,1,6982,0.317624,6982,94.928,6982,1
6983,1.06667,6983,0.354929,6983,1,6983,0.317624,6983,94.928,6983,1
6984,1.03333,6984,0.354929,6984,1,6984,0.317624,6984,94.928,6984,1
6985,0.966667,6985,0.354929,6985,1,6985,0.317624,6985,94.928,6985,1
6986,0.933333,6986,0.354929,6986,1,6986,0.317624,6986,94.928,6986,1
6987,0.966667,6987,0.354929,6987,1,6987,0.317624,6987,94.928,6987,1
6988,1,6988,0.354929,6988,1,6988,0.317624,6988,94.928,6988,1
6989,1,6989,0.354929,6989,1,6989,0.317624,6989,94.928,6989,1
6990,1.06667,6990,0.354929,6990,1,6990,0.317624,6990,94.928,6990,1
6991,1.03333,6991,0.354929,6991,1,6991,0.317624,6991,94.928,6991,1
6992,1.03333,6992,0.354929,6992,1,6992,0.317624,6992,94.928,6992,1
6993,1.03333,6993,0.354929,6993,1,6993,0.317624,6993,94.928,6993,1
6994,1,6994,0.354929,6994,1,6994,0.317624,6994,94.928,6994,1
6995,0.933333,6995,0.354929,6995,1,6995,0.317624,6995,94.928,6995,1
6996,0.966667,6996,0.354929,6996,1,6996,0.317624,6996,94.928,6996,1
6997,0.966667,6997,0.341259,6997,1,6997,0.317624,6997,94.928,6997,1
6998,1,6998,0.327588,6998,1,6998,0.317624,6998,94.928,6998,1
6999,1,6999,0.327588,6999,1,6999,0.317624,6999,94.928,6999,1
7000,1.06667,7000,0.341259,7000,1,7000,0.317624,7000,94.928,7000,1
7001,1.03333,7001,0.341259,7001,1,7001,0.317624,7001,94.928,7001,1
7002,1.06667,7002,0.354929,7002,1,7002,0.317624,7002,94.928,7002,1
7003,1.03333,7003,0.354929,7003,1,7003,0.317624,7003,94.928,7003,1
7004,0.966667,7004,0.354929,7004,1,7004,0.317624,7004,94.928,7004,1
7005,0.933333,7005,0.354929,7005,1,7005,0.317624,7005,94.928,7005,1
7006,1,7006,0.354929,7006,1,7006,0.317624,7006,94.928,7006,1
7007,1,7007,0.354929,7007,1,7007,0.317624,7007,94.928,7007,1
7008,1.03333,7008,0.354929,7008,1,7008,0.317624,7008,94.928,7008,1
7009,1.06667,7009,0.354929,7009,1,7009,0.317624,7009,94.928,7009,1
7010,1.06667,7010,0.38227,7010,1,7010,0.317624,7010,94.928,7010,1
7011,1.03333,7011,0.38227,7011,1,7011,0.317624,7011,94.928,7011,1
7012,1.03333,7012,0.395941,7012,1,7012,0.317624,7012,94.928,7012,1
7013,1,7013,0.395941,7013,1,7013,0.317624,7013,94.928,7013,1
7014,0.966667,7014,0.395941,7014,1,7014,0.317624,7014,94.928,7014,1
7015,0.9,7015,0.395941,7015,1,7015,0.317624,7015,94.928,7015,1
7016,0.866667,7016,0.395941,7016,1,7016,0.317624,7016,94.928,7016,1
7017,0.9,7017,0.395941,7017,1,7017,0.317624,7017,94.928,7017,1
7018,0.933333,7018,0.395941,7018,1,7018,0.317624,7018,94.928,7018,1
7019,1,7019,0.395941,7019,1,7019,0.317624,7019,94.928,7019,1
7020,1.06667,7020,0.395941,7020,1,7020,0.317624,7020,94.928,7020,1
7021,1.03333,7021,0.395941,7021,1,7021,0.317624,7021,94.928,7021,1
7022,1.03333,7022,0.395941,7022,1,7022,0.317624,7022,94.928,7022,1
7023,1,7023,0.3686,7023,1,7023,0.317624,7023,95.3671,7023,1
7024,1,7024,0.3686,7024,1,7024,0.317624,7024,95.3671,7024,1
7025,1,7025,0.3686,7025,1,7025,0.317624,7025,95.3671,7025,1
7026,1.03333,7026,0.3686,7026,1,7026,0.317624,7026,95.3671,7026,1
7027,1.03333,7027,0.3686,7027,1,7027,0.317624,7027,95.3671,7027,1
7028,1.06667,7028,0.341259,7028,1,7028,0.317624,7028,95.3671,7028,1
7029,1.1,7029,0.341259,7029,1,7029,0.317624,7029,95.3671,7029,1
7030,1.1,7030,0.300248,7030,1,7030,0.317624,7030,95.3671,7030,1
7031,1.06667,7031,0.286577,7031,1,7031,0.317624,7031,95.3671,7031,1
7032,1.03333,7032,0.286577,7032,1,7032,0.317624,7032,94.928,7032,1
7033,1.03333,7033,0.286577,7033,1,7033,0.317624,7033,94.928,7033,1
7034,0.966667,7034,0.286577,7034,1,7034,0.317624,7034,95.3671,7034,1
7035,0.933333,7035,0.286577,7035,1,7035,0.317624,7035,95.3671,7035,1
7036,0.933333,7036,0.286577,7036,1,7036,0.317624,7036,95.3671,7036,1
7037,1,7037,0.286577,7037,1,7037,0.317624,7037,94.928,7037,1
7038,1,7038,0.300248,7038,1,7038,0.317624,7038,94.928,7038,1
7039,1.03333,7039,0.300248,7039,1,7039,0.317624,7039,94.928,7039,1
7040,1,7040,0.300248,7040,1,7040,0.317624,7040,94.928,7040,1
7041,1,7041,0.300248,7041,1,7041,0.317624,7041,94.928,7041,1
7042,0.966667,7042,0.300248,7042,1,7042,0.317624,7042,94.928,7042,1
7043,0.966667,7043,0.286577,7043,1,7043,0.317624,7043,94.928,7043,1
7044,1,7044,0.286577,7044,1,7044,0.317624,7044,94.928,7044,1
7045,1.03333,7045,0.313918,7045,1,7045,0.317624,7045,94.928,7045,1
7046,1,7046,0.286577,7046,1,7046,0.317624,7046,94.928,7046,1
7047,1.03333,7047,0.286577,7047,1,7047,0.317624,7047,94.928,7047,1
7048,1.06667,7048,0.286577,7048,1,7048,0.317624,7048,94.928,7048,1
7049,1.1,7049,0.286577,7049,1,7049,0.317624,7049,94.928,7049,1
7050,1.06667,7050,0.272907,7050,1,7050,0.317624,7050,94.928,7050,1
7051,1.03333,7051,0.272907,7051,1,7051,0.317624,7051,94.928,7051,1
7052,1,7052,0.272907,7052,1,7052,0.317624,7052,94.928,7052,1
7053,0.966667,7053,0.272907,7053,1,7053,0.317624,7053,94.928,7053,1
7054,0.966667,7054,0.272907,7054,1,7054,0.317624,7054,94.928,7054,1
7055,0.966667,7055,0.272907,7055,1,7055,0.317624,7055,94.928,7055,1
7056,1,7056,0.272907,7056,1,7056,0.317624,7056,94.928,7056,1
7057,1.03333,7057,0.272907,7057,1,7057,0.317624,7057,94.928,7057,1
7058,1.03333,7058,0.272907,7058,1,7058,0.317624,7058,94.928,7058,1
7059,1.03333,7059,0.286577,7059,1,7059,0.317624,7059,94.928,7059,1
7060,1,7060,0.286577,7060,1,7060,0.317624,7060,94.928,7060,1
7061,1,7061,0.286577,7061,1,7061,0.317624,7061,94.928,7061,1
7062,1,7062,0.286577,7062,1,7062,0.317624,7062,94.928,7062,1
7063,1.03333,7063,0.286577,7063,1,7063,0.317624,7063,94.928,7063,1
7064,1.03333,7064,0.286577,7064,1,7064,0.317624,7064,94.928,7064,1
7065,1.03333,7065,0.286577,7065,1,7065,0.317624,7065,94.928,7065,1
7066,1.06667,7066,0.286577,7066,1,7066,0.317624,7066,94.928,7066,1
7067,1.06667,7067,0.272907,7067,1,7067,0.317624,7067,94.928,7067,1
7068,1.03333,7068,0.272907,7068,1,7068,0.317624,7068,94.928,7068,1
7069,1.03333,7069,0.272907,7069,1,7069,0.317624,7069,94.928,7069,1
7070,1,7070,0.272907,7070,1,7070,0.317624,7070,94.928,7070,1
7071,0.966667,7071,0.272907,7071,1,7071,0.317624,7071,94.928,7071,1
7072,0.933333,7072,0.272907,7072,1,7072,0.317624,7072,94.928,7072,1
7073,0.966667,7073,0.286577,7073,1,7073,0.317624,7073,94.928,7073,1
7074,0.966667,7074,0.286577,7074,1,7074,0.317624,7074,95.3671,7074,1
7075,1,7075,0.286577,7075,1,7075,0.317624,7075,95.3671,7075,1
7076,1,7076,0.272907,7076,1,7076,0.317624,7076,94.928,7076,1
7077,1.03333,7077,0.286577,7077,1,7077,0.317624,7077,94.928,7077,1
7078,1,7078,0.286577,7078,1,7078,0.317624,7078,94.928,7078,1
7079,1,7079,0.286577,7079,1,7079,0.317624,7079,94.928,7079,1
7080,0.966667,7080,0.286577,7080,1,7080,0.317624,7080,94.928,7080,1
